Configuration,Quality,Feature 1,Feature 2,Feature 3,Feature 4
3,0,133,114,106.25,116
2,0,135,118,97.25,126
3,0,135,115,104.5,118
2,0,135,119,95.5,130
3,0,134,115,103.5,118
1,0,133,115,97.75,126
3,0,139,122,111.75,106
3,0,137,122,108,110
3,0,138,124,116,106
3,0,139,125,117,102
3,0,137,125,115.75,106
1,0,133,112,102,122
2,0,134,120,91.25,128
3,0,133,114,105.75,114
2,0,134,116,94.75,126
3,0,135,116,105.5,116
2,0,135,116,94.75,126
3,0,136,119,110,112
2,0,135,116,99.75,122
3,0,137,119,106.5,112
2,0,137,122,91.75,126
3,0,135,116,106,114
2,0,135,117,98.75,124
1,0,134,111,102.25,122
2,0,135,116,102.5,120
3,0,133,115,105.75,114
2,0,136,116,99.5,124
3,0,136,116,103.25,118
2,0,133,115,102.5,116
2,0,135,116,95.75,126
3,0,135,115,105.5,116
2,0,135,117,99.75,124
3,0,137,118,106.25,116
2,0,136,119,94.75,126
3,0,135,117,103,118
1,0,134,114,102.75,122
2,0,135,118,95.75,126
3,0,133,115,107.75,112
2,0,136,120,96.25,126
3,0,135,116,102.5,118
2,0,135,119,94,126
3,0,138,122,113.25,110
2,0,137,119,98.25,124
3,0,137,116,99.75,122
2,0,138,122,92.75,128
3,0,137,116,108,112
2,0,136,119,94.75,128
1,0,134,112,100,122
2,0,135,118,100,124
3,0,135,116,105.25,116
2,0,135,115,103.25,120
3,0,134,116,102.5,118
2,0,135,116,100.5,118
2,0,135,118,98.75,122
3,0,138,120,113.25,110
2,0,137,120,95,128
3,0,137,117,110.25,114
2,0,137,116,100,122
3,0,137,116,106.75,114
1,0,135,114,99.25,122
2,0,135,121,92.75,128
3,0,135,117,107,114
2,0,133,118,97.5,122
3,0,135,118,107.75,114
2,0,134,117,96,124
3,0,137,117,107.75,114
2,0,135,120,98,122
3,0,137,118,110,112
2,0,136,120,96,124
3,0,137,117,109.75,112
2,0,137,118,96,126
1,0,135,112,98.25,124
2,0,137,121,95,128
3,0,135,115,104.75,116
2,0,136,120,95,124
3,0,136,117,104,118
2,0,135,118,98.25,122
2,0,135,120,93.75,126
3,0,138,122,114,108
2,0,135,119,97.25,124
3,0,138,120,114.25,110
2,0,136,120,95,124
3,0,137,119,106.5,114
1,0,135,116,99.5,124
3,0,140,124,114.75,106
3,0,137,122,102.25,116
3,0,140,126,115.75,104
3,0,141,127,115,106
3,0,140,126,114,108
1,0,135,114,96.25,128
2,0,135,120,99.75,122
3,0,135,116,104.5,116
2,0,135,119,98.25,124
3,0,135,117,103,116
2,0,135,119,97,124
2,0,137,120,94,126
3,0,138,123,109,112
2,0,137,119,95,130
3,0,137,117,102.75,120
2,0,137,119,95.5,128
3,0,137,118,104.5,116
1,0,135,114,100.25,124
3,0,138,123,112.5,104
3,0,137,124,117,106
3,0,138,126,119.5,102
3,0,139,125,114.75,106
3,0,139,123,108.25,112
1,0,134,111,102.75,122
2,0,134,118,92.5,128
3,0,134,114,107,116
2,0,133,117,98.75,124
3,0,133,114,107.75,114
2,0,133,115,98.25,124
3,0,137,119,110.75,110
2,0,138,120,94.25,128
3,0,138,119,108.75,112
2,0,138,120,90,130
3,0,137,118,106.25,114
2,0,137,115,101.5,122
1,0,133,113,93.25,130
2,0,135,116,96.75,124
3,0,134,115,102.75,118
2,0,135,115,101.75,120
3,0,135,115,105.75,114
2,0,135,115,101,122
2,0,135,116,98,124
3,0,137,120,114.75,110
2,0,137,116,98.25,124
3,0,137,115,105,116
2,0,136,118,96.5,126
3,0,135,117,104.5,116
1,0,134,113,102.5,118
2,0,133,118,95.25,126
3,0,134,118,106.25,114
2,0,135,119,95,128
3,0,135,116,107.5,116
2,0,135,117,96,126
3,0,137,121,112.25,110
2,0,135,122,93.5,130
3,0,135,115,105,116
2,0,135,120,94.25,124
3,0,134,115,104.75,116
2,0,135,117,100.75,122
1,0,135,111,96.75,126
2,0,135,118,102.25,120
3,0,134,116,106.5,114
2,0,134,116,103.75,118
3,0,134,117,103.5,118
2,0,135,115,104.25,120
2,0,136,119,96.25,124
3,0,138,122,109.75,112
2,0,137,119,98.75,124
3,0,137,116,105.5,118
2,0,136,116,99.5,124
3,0,137,118,107.25,116
1,0,133,112,101.75,118
2,0,135,120,94.5,124
3,0,136,118,104.25,116
2,0,136,119,92.75,130
3,0,135,116,107.5,114
2,0,136,120,93.5,126
3,0,137,122,113.75,108
2,0,135,120,96.25,124
3,0,136,115,109.25,112
2,0,135,119,94.75,126
3,0,136,118,108.25,112
2,0,135,117,100.5,124
1,0,135,112,96.75,124
2,0,140,116,97.75,124
3,0,137,115,105.75,116
2,0,140,113,103.75,120
3,0,137,114,107.25,116
2,0,137,115,103.5,118
2,0,136,120,93.75,128
3,0,138,122,113.25,110
2,0,137,118,98.75,124
3,0,137,119,111.25,112
2,0,135,118,97.5,124
3,0,138,116,104.25,118
1,0,135,115,97.75,126
3,0,138,126,117.25,104
3,0,137,123,108,112
3,0,139,125,112.75,108
3,0,140,126,114.75,106
3,0,139,123,109.5,112
1,0,135,114,96.75,126
2,0,136,119,98.25,122
3,0,135,119,104.75,116
2,0,135,117,102.5,118
3,0,135,116,107.25,116
2,0,136,120,98.5,122
2,0,137,120,96.25,124
3,0,138,122,109,112
2,0,138,120,89.75,132
3,0,138,116,103.25,120
2,0,136,120,89.25,134
3,0,137,118,103.5,118
1,0,135,115,98.75,126
3,0,140,127,116.25,104
3,0,138,123,108.5,112
3,0,139,127,118.75,102
3,0,140,127,117.75,102
3,0,138,124,108.75,112
1,0,135,113,103,120
2,0,135,120,92.25,128
3,0,135,116,107,116
2,0,137,119,92.75,130
3,0,135,115,106.25,116
2,0,137,118,94.5,126
3,0,139,121,109,112
2,0,138,123,90,130
3,0,138,121,114.5,110
2,0,137,122,91.5,130
3,0,137,116,108.75,114
2,0,137,120,94.5,126
1,0,135,114,93.5,128
2,0,138,116,99.5,122
3,0,140,110,104,116
2,0,144,110,100.25,122
3,0,137,111,105.5,116
2,0,137,116,102.5,118
2,0,142,111,100.5,126
3,0,137,116,103.5,118
2,0,137,116,97.5,126
3,0,138,112,101.5,120
2,0,137,116,97.5,124
3,0,137,118,105.75,116
1,0,132,111,103.25,118
2,0,133,118,95.75,124
3,0,133,119,106.5,112
2,0,135,118,93.75,130
3,0,135,113,104.25,116
2,0,136,116,96.25,124
3,0,138,122,111.25,110
2,0,135,122,91.75,128
3,0,135,122,106.25,112
2,0,134,119,99,122
3,0,135,119,109.25,112
2,0,135,118,93.5,128
1,0,134,111,95.25,128
2,0,140,118,95,124
3,0,135,115,104,116
2,0,137,112,103.75,118
3,0,136,113,107.25,118
2,0,136,113,104.25,118
2,0,137,118,93.75,128
3,0,138,122,114.75,108
2,0,135,116,97,126
3,0,137,119,109.75,114
2,0,135,117,96.5,126
3,0,137,120,107.5,116
1,0,134,113,97,126
3,0,140,123,109.75,108
3,0,137,124,109.75,112
3,0,137,123,115.5,104
3,0,140,125,112,106
3,0,139,123,109.5,112
1,0,137,104,95,128
2,0,140,112,99.75,120
3,0,133,115,105.75,116
2,0,140,111,101.25,120
3,0,135,116,106,116
2,0,135,117,99.25,120
2,0,135,117,97.25,124
3,0,137,115,105.75,118
2,0,139,117,92.25,132
3,0,137,111,105.5,118
2,0,136,120,89.75,132
3,0,137,118,108,114
1,0,134,113,101.5,118
2,0,134,119,93.5,128
3,0,133,120,102.75,116
2,0,135,119,96,126
3,0,133,118,105.5,114
2,0,135,118,94,126
3,0,137,120,111,110
2,0,136,120,92.75,128
3,0,139,112,101.5,120
2,0,138,120,90.25,130
3,0,137,112,105.5,116
2,0,138,118,90,132
1,0,133,111,95,126
2,0,136,114,100.5,120
3,0,134,113,104,116
2,0,135,118,95.75,124
3,0,135,113,104.25,118
2,0,135,115,101.5,118
2,0,136,119,92.75,128
3,0,136,121,113.75,110
2,0,144,113,92.5,134
3,0,136,118,112,112
2,0,135,121,90,132
3,0,135,119,104.25,116
1,0,133,113,96.25,130
3,0,137,122,110,108
3,0,137,122,102,116
3,0,137,122,111,108
3,0,140,123,112.25,108
3,0,137,125,116.5,106
1,0,135,109,93.5,130
2,0,136,114,101.75,120
3,0,135,116,103.75,116
2,0,137,116,97.5,122
3,0,135,117,105.25,114
2,0,137,115,99.25,122
2,0,137,121,88.75,132
3,0,137,120,111.5,110
2,0,136,118,92.25,130
3,0,137,119,109,112
2,0,136,121,92.25,130
3,0,135,116,102,118
1,0,135,111,105,118
2,0,135,118,95.5,124
3,0,135,115,109.25,112
2,0,136,118,94.75,126
3,0,135,118,105.75,114
2,0,135,117,93.75,126
3,0,136,119,109.5,110
2,0,135,120,97,124
3,0,135,113,107.75,114
2,0,136,118,98.75,122
3,0,135,116,108.25,114
2,0,134,117,100.5,124
1,0,135,113,96.5,126
2,0,139,117,97.75,122
3,0,137,115,106,114
2,0,138,115,102.75,120
3,0,137,116,104.25,118
2,0,137,113,103.25,116
2,0,136,118,97.5,124
3,0,137,120,107,116
2,0,138,116,101.25,124
3,0,137,116,108,116
2,0,136,117,96.75,124
3,0,138,120,107.5,114
1,0,134,118,98.25,126
3,0,140,127,116.25,104
3,0,138,125,114,108
3,0,139,126,119.25,102
3,0,140,128,114.5,104
3,0,138,128,113.75,108
1,0,135,113,102.75,120
2,0,135,121,91.75,128
3,0,135,117,105.25,116
2,0,137,116,95,124
3,0,139,115,105.25,116
2,0,139,115,97,122
3,0,138,123,112.75,108
2,0,135,119,98.5,124
3,0,136,120,107.25,114
2,0,136,118,97,124
3,0,135,116,104.5,116
2,0,135,119,96.25,126
1,0,135,112,95.25,128
2,0,138,115,100.25,122
3,0,137,115,104,114
2,0,138,113,102.25,122
3,0,137,116,105,116
2,0,138,115,104.5,118
2,0,137,118,95,126
3,0,137,119,106.5,114
2,0,137,116,97.75,126
3,0,138,118,108.5,114
2,0,137,116,97.25,126
3,0,138,118,103.75,118
1,0,135,115,99,122
2,0,137,121,94,128
3,0,134,118,106.25,112
2,0,137,119,94.5,126
3,0,136,116,107,114
2,0,137,119,94.5,126
3,0,137,121,110.25,112
2,0,135,121,94.25,126
3,0,135,115,105.5,114
2,0,137,122,93.25,126
3,0,135,118,108,114
2,0,135,116,99.75,124
1,0,135,114,95.75,126
2,0,135,119,103.75,118
3,0,135,116,104.5,116
2,0,135,116,102.5,118
3,0,136,118,103.5,116
2,0,135,114,102,118
2,0,137,121,92.75,130
3,0,139,123,114.25,110
2,0,135,118,99.25,122
3,0,139,120,112.75,112
2,0,135,118,98.25,124
3,0,138,119,108.25,116
1,0,136,116,100.25,126
3,0,140,124,108.5,110
3,0,138,125,113.5,110
3,0,140,123,112.25,108
3,0,141,128,116.75,104
3,0,141,127,116,108
1,0,134,115,97.5,126
2,0,136,118,98.25,122
3,0,135,117,102.75,116
2,0,137,118,95.5,124
3,0,135,118,104.25,116
2,0,136,116,101.75,118
2,0,135,120,93.25,128
3,0,136,118,105.5,116
2,0,138,120,92,132
3,0,137,116,102,120
2,0,136,120,92,130
3,0,137,118,106.25,116
1,0,132,113,102.5,118
2,0,130,113,98.75,122
3,0,130,115,112.75,110
2,0,130,113,95.75,128
3,0,130,113,108,112
2,0,130,111,99,124
3,0,132,118,113,110
2,0,132,117,95.75,126
3,0,132,114,109.75,112
2,0,132,116,96,124
3,0,132,111,113.25,110
2,0,131,114,95.5,126
1,0,129,110,97.5,126
2,0,130,112,105.25,118
3,0,130,114,105.5,114
2,0,130,112,103.75,120
3,0,132,115,103,116
2,0,129,111,105.5,116
2,0,131,115,94.25,126
3,0,130,113,111.5,112
2,0,132,115,96.5,124
3,0,132,112,106.75,116
2,0,131,114,100.5,122
3,0,131,113,105.75,118
1,0,130,112,104.25,118
2,0,131,116,95,130
3,0,131,114,106.25,114
2,0,130,114,95.5,126
3,0,131,111,105.75,116
2,0,132,110,103.75,120
3,0,133,120,113.25,108
2,0,130,115,102.5,122
3,0,132,120,113.25,110
2,0,132,113,102.25,120
3,0,133,116,106.5,114
2,0,132,113,102.75,122
1,0,130,111,95,130
2,0,131,113,105.75,116
3,0,132,113,106,114
2,0,131,113,101,122
3,0,132,116,104.25,116
2,0,131,113,103.5,118
2,0,132,117,94.25,128
3,0,134,120,115.5,108
2,0,130,115,99.75,126
3,0,132,115,107.75,114
2,0,132,115,97.25,124
3,0,134,116,109.5,114
1,0,132,113,98.5,124
3,0,135,120,109,108
3,0,135,117,108.75,108
3,0,133,120,110.25,110
3,0,137,122,114.75,104
3,0,137,121,109.5,112
1,0,132,112,100.75,124
2,0,132,116,94,126
3,0,131,112,108.75,114
2,0,132,115,97.5,126
3,0,132,112,108,114
2,0,132,113,96.5,124
3,0,134,118,111.5,110
2,0,132,117,99,122
3,0,132,116,107.5,112
2,0,132,115,101.5,120
3,0,132,113,106,116
2,0,131,117,95.25,124
1,0,130,112,98,124
2,0,131,111,104.25,116
3,0,132,112,104.25,116
2,0,133,111,102.75,122
3,0,132,113,106.25,114
2,0,132,114,98,122
2,0,132,115,100,124
3,0,132,112,105.75,118
2,0,133,114,99.75,124
3,0,133,111,108.5,116
2,0,133,115,98,124
3,0,133,114,105.25,116
1,0,132,113,101.75,120
2,0,132,116,96.5,124
3,0,132,115,105.75,116
2,0,132,117,93.75,126
3,0,132,115,106.5,116
2,0,130,114,98.25,122
3,0,132,115,108.25,112
2,0,132,118,96.5,126
3,0,133,115,103.5,116
2,0,132,116,101.5,120
3,0,132,114,108.5,112
2,0,132,114,99.5,124
1,0,130,111,97.5,124
2,0,143,111,100.5,122
3,0,131,115,106.5,114
2,0,132,113,102.5,120
3,0,132,115,105.75,116
2,0,132,113,106.25,118
2,0,133,117,95.25,126
3,0,135,121,112.5,108
2,0,134,115,100,124
3,0,135,116,109.5,114
2,0,133,116,95.5,126
3,0,134,115,106,116
1,0,130,113,103,118
2,0,130,117,98,126
3,0,130,115,108,114
2,0,132,116,93.25,126
3,0,130,114,106.25,116
2,0,130,115,97.25,122
3,0,132,118,107,112
2,0,132,120,94.25,124
3,0,132,113,108.75,114
2,0,132,116,99,120
3,0,130,113,107.75,112
2,0,132,117,92.5,126
1,0,130,110,101,122
2,0,135,114,97.75,122
3,0,130,112,106.5,114
2,0,132,114,100.25,122
3,0,130,113,105.25,116
2,0,130,113,100.75,120
2,0,132,116,95,126
3,0,134,120,113.5,108
2,0,132,116,97.75,124
3,0,133,116,111,112
2,0,132,117,93.25,130
3,0,132,115,106.5,114
1,0,131,110,96.5,126
3,0,135,118,113.25,106
3,0,134,120,108.75,110
3,0,133,122,116.25,104
3,0,135,123,119.5,104
3,0,135,123,119,108
1,0,130,111,93,130
2,0,132,115,103.25,120
3,0,131,110,107,116
2,0,131,113,103,120
3,0,132,111,104.75,114
2,0,132,115,97.25,122
2,0,132,116,94.75,126
3,0,132,113,106.75,116
2,0,133,115,97.75,126
3,0,133,113,103.75,120
2,0,132,116,94.25,128
3,0,133,116,106.25,116
1,0,130,112,100,124
3,0,135,122,112.5,106
3,0,132,118,109.75,110
3,0,133,122,116.75,104
3,0,135,122,112,108
3,0,134,122,111,108
1,0,130,110,106,118
2,0,131,118,96,124
3,0,130,112,109.5,112
2,0,131,115,96.5,126
3,0,132,111,106.25,116
2,0,132,115,97,126
3,0,133,121,112.5,110
2,0,131,117,98.5,122
3,0,133,117,106.75,112
2,0,133,119,94,124
3,0,133,116,108.75,112
2,0,132,115,102.5,122
1,0,131,111,97.5,124
2,0,130,112,106.5,114
3,0,132,112,107.75,114
2,0,132,113,106.25,120
3,0,132,113,104.5,116
2,0,132,113,105.5,118
2,0,132,114,103.75,122
3,0,133,113,109.5,112
2,0,132,114,101.25,122
3,0,135,118,113,110
2,0,132,115,98,124
3,0,134,116,107.25,114
1,0,131,112,103,122
2,0,131,117,97,122
3,0,130,113,106.75,112
2,0,132,116,96.5,126
3,0,131,113,106.5,114
2,0,132,114,99.25,124
3,0,134,121,113.25,108
2,0,131,118,95.5,124
3,0,132,114,107.25,112
2,0,133,118,98,122
3,0,131,113,106.5,114
2,0,132,116,96,124
1,0,130,110,97.5,128
2,0,132,114,102.25,118
3,0,132,114,107.25,114
2,0,132,114,106.5,116
3,0,132,114,106.25,116
2,0,132,114,101,120
2,0,133,118,96.25,124
3,0,134,118,111.25,110
2,0,134,115,98.75,126
3,0,134,116,112.25,110
2,0,132,115,102,122
3,0,134,118,109.75,110
1,0,132,113,100,126
3,0,135,120,111.25,108
3,0,133,122,107.75,112
3,0,135,123,115.25,104
3,0,137,122,112.5,106
3,0,137,124,115.75,106
1,0,131,111,98.25,126
2,1,148,110,91.75,160
3,1,147,103,104.25,118
2,1,147,105,97.75,126
3,0,132,114,106,116
2,0,132,117,100.25,122
2,0,133,116,96.75,124
3,0,133,116,109.25,114
2,0,133,116,98.75,124
3,0,133,115,103,118
2,0,133,118,94,128
3,0,133,116,108.5,114
1,0,131,112,99.75,126
3,0,135,121,111.75,106
3,0,133,123,118.75,104
3,0,134,123,116.5,104
3,0,135,121,110,106
3,0,134,122,115.75,108
1,0,132,110,101.5,122
2,0,130,116,95,124
3,0,129,113,107,114
2,0,130,116,96.25,124
3,0,130,113,106.25,116
2,0,130,115,95.25,124
3,0,131,115,106.75,114
2,0,130,118,95.5,126
3,0,133,116,108.75,112
2,0,130,115,102.5,118
3,0,132,121,113.75,108
2,0,130,115,101.5,122
1,0,130,110,94.5,128
2,0,132,112,103,118
3,0,130,111,110.25,112
2,0,132,111,105.5,118
3,0,130,112,108.25,112
2,0,130,111,107.5,114
2,0,132,116,100,122
3,0,133,118,113.25,110
2,0,133,113,98.25,124
3,0,132,112,104.25,116
2,0,132,116,95.25,126
3,0,132,115,104.5,116
1,0,130,112,104.75,116
2,0,130,113,100.25,120
3,0,130,113,109.5,112
2,0,131,116,94.25,126
3,0,129,112,108.5,114
2,0,129,112,101.75,120
3,0,132,117,110,110
2,0,131,116,95.5,124
3,0,130,112,104.25,118
2,0,130,114,97.5,122
3,0,129,111,105.25,114
2,0,130,112,102.5,120
1,0,130,110,97.25,126
2,0,131,113,102.25,118
3,0,130,114,102.25,116
2,0,129,112,105.25,118
3,0,131,114,103.75,118
2,0,130,111,105.75,118
2,0,131,117,95.75,126
3,0,130,112,111,112
2,0,130,112,111,112
3,0,132,116,104.25,118
2,0,130,115,99,122
3,0,132,115,109.75,114
1,0,130,112,101.25,122
2,0,131,115,96.25,124
3,0,131,116,108,112
2,0,131,115,99.5,122
3,0,132,113,109,114
2,0,130,115,97.25,122
3,0,132,120,113.5,106
2,0,130,115,100.25,120
3,0,133,119,116.75,108
2,0,132,117,99.25,120
3,0,132,115,112.25,110
2,0,132,115,95.5,126
1,0,130,110,98,126
2,0,131,116,97.5,122
3,0,131,115,103.75,116
2,0,131,113,105.25,116
3,0,130,113,104.5,116
2,0,131,112,104.5,116
2,0,132,115,98.75,122
3,0,135,118,111,110
2,0,135,115,96.25,124
3,0,133,115,106.5,116
2,0,132,114,98.75,124
3,0,133,115,108,114
1,0,131,111,95.75,130
3,0,134,120,111,108
3,0,132,120,107,112
3,0,135,122,116,106
3,0,135,123,116.5,104
3,0,135,123,115.75,106
1,0,131,111,101.75,122
2,0,133,113,103.25,118
3,0,132,111,108,114
2,0,131,115,105.75,118
3,0,132,113,107,114
2,0,132,114,100.25,122
2,0,132,115,97.5,122
3,0,134,114,107.5,114
2,0,137,115,94.75,126
3,0,134,111,105.75,120
2,0,133,118,91.25,132
3,0,132,113,105.5,118
1,0,128,110,102.25,118
2,0,127,116,101.25,118
3,0,128,113,109,110
2,0,128,113,99.25,120
3,0,130,112,106,112
2,0,129,113,99.5,120
3,0,130,113,110.5,110
2,0,129,114,101.5,120
3,0,130,110,108,116
2,0,129,115,101,118
3,0,129,111,106.25,112
2,0,128,111,101.75,118
1,0,128,108,100.75,120
2,0,130,115,101.5,118
3,0,129,111,108.5,110
2,0,130,111,104.75,116
3,0,130,116,103.5,116
2,0,128,111,109,112
2,0,131,113,97.25,120
3,0,132,116,115.25,106
2,0,131,111,104.75,118
3,0,132,114,110,112
2,0,130,113,101.25,120
3,0,131,113,106.5,114
1,0,129,112,103.5,118
2,0,129,115,97.75,122
3,0,129,113,109.25,110
2,0,130,115,97.25,122
3,0,130,112,110,110
2,0,129,113,99.75,118
3,0,131,118,114.75,106
2,0,129,116,101,118
3,0,130,113,105.75,114
2,0,129,115,103,118
3,0,130,112,108.75,112
2,0,130,114,100.25,120
1,0,129,110,97,122
2,0,138,108,107,114
3,0,130,114,107,114
2,0,130,111,103.75,118
3,0,130,113,104.75,114
2,0,131,113,100,122
2,0,130,115,101.25,120
3,0,133,120,115,106
2,0,134,112,101.5,122
3,0,132,116,113.25,108
2,0,131,115,99,122
3,0,132,116,107.75,114
1,0,130,110,97,122
3,0,133,122,119,100
3,0,132,122,117.75,102
3,0,132,122,119,100
3,0,133,121,119,100
3,0,138,122,113,108
1,0,129,110,102,122
2,0,129,115,99,120
3,0,130,113,108.75,112
2,0,130,114,96.75,124
3,0,130,110,108,112
2,0,128,112,101,118
3,0,131,115,105.5,114
2,0,129,116,101,120
3,0,131,114,107.75,112
2,0,129,113,103.75,118
3,0,130,115,109.25,110
2,0,131,116,93.5,126
1,0,127,107,94.75,124
2,0,129,111,105.75,114
3,0,128,110,105.5,114
2,0,129,110,104.5,118
3,0,130,111,105,114
2,0,128,108,104.25,116
2,0,132,112,101,122
3,0,132,111,107.5,114
2,0,137,111,95.5,126
3,0,133,109,105.75,116
2,0,131,116,92,128
3,0,132,115,106.5,112
1,0,129,110,98.75,124
3,0,133,122,119.5,100
3,0,133,123,119,100
3,0,133,122,120.25,100
3,0,135,123,118.5,102
3,0,135,123,114.25,104
1,0,130,110,101.75,120
2,0,129,116,95.5,124
3,0,129,112,109.5,112
2,0,130,115,94.5,126
3,0,128,111,108,112
2,0,129,114,97.25,122
3,0,132,118,112.5,108
2,0,130,116,97.25,124
3,0,130,113,105.25,114
2,0,129,115,98.75,120
3,0,130,113,107.25,112
2,0,131,115,97.25,124
1,0,128,111,96.75,124
2,0,131,116,94.75,126
3,0,130,112,106.25,114
2,0,130,112,106,118
3,0,131,113,102.75,116
2,0,130,113,97.75,122
2,0,131,115,97.25,124
3,0,133,118,114,108
2,0,132,115,99,124
3,0,132,115,109.75,112
2,0,132,116,95,126
3,0,132,115,107.25,112
1,0,130,112,99.75,122
3,0,134,120,113.25,104
3,0,133,120,113.25,106
3,0,133,122,117.75,102
3,0,135,123,118.25,100
3,0,135,121,109.75,108
1,0,130,112,100.5,120
2,0,131,117,98.25,122
3,0,130,113,107,114
2,0,131,116,94.5,126
3,0,130,113,108,112
2,0,130,113,98.75,120
3,0,133,117,110.5,110
2,0,130,116,101.75,120
3,0,132,113,105.25,112
2,0,132,118,97.75,120
3,0,131,115,107.75,112
2,0,130,113,103.5,120
1,0,131,111,96,128
2,0,131,115,99.5,120
3,0,131,113,106.25,112
2,0,131,114,104,118
3,0,132,113,107.75,114
2,0,131,113,99,120
2,0,131,114,102.5,118
3,0,133,116,113,108
2,0,132,115,97.25,126
3,0,131,113,110,112
2,0,132,116,99,120
3,0,132,115,107.75,114
1,0,131,110,98.25,124
3,0,135,121,113.25,104
3,0,134,122,120.75,100
3,0,133,122,120.25,100
3,0,135,122,114.5,104
3,0,136,123,114.5,104
1,0,130,111,100.75,120
2,0,132,117,92.25,128
3,0,132,111,108.5,114
2,0,134,111,100,122
3,0,141,103,108.5,114
2,0,134,113,96.5,126
3,0,133,118,111,110
2,0,132,118,95.75,124
3,0,133,118,109.25,110
2,0,131,115,102.5,120
3,0,132,115,109.5,112
2,0,132,116,102,120
1,0,130,111,96.25,126
2,0,132,114,101,120
3,0,130,112,108.5,112
2,0,132,113,103.5,118
3,0,132,115,105.5,114
2,0,132,111,106,116
2,0,132,113,104.5,118
3,0,133,116,110,112
2,0,132,115,98,122
3,0,135,119,110.75,108
2,0,132,117,96,124
3,0,133,116,106.75,114
1,0,132,113,100.25,122
2,0,132,117,99.25,124
3,0,130,116,105.5,114
2,0,132,116,96.5,124
3,0,137,108,106.25,114
2,0,132,113,101.25,118
3,0,133,119,113.5,110
2,0,131,120,95.5,124
3,0,132,113,104,114
2,0,132,116,101.75,118
3,0,132,113,106.25,112
2,0,133,115,102.5,122
1,0,130,111,98.25,124
2,0,132,116,108.5,114
3,0,132,114,107.5,114
2,0,132,115,103.75,118
3,0,132,117,102.5,116
2,0,132,113,103.5,116
2,0,132,116,98.25,122
3,0,135,121,114.25,108
2,0,132,116,98.5,120
3,0,135,118,105.5,114
2,0,133,116,97.25,122
3,0,134,116,106.75,114
1,0,132,113,106.5,116
2,0,130,118,98,124
3,0,132,115,107.75,112
2,0,133,119,94.25,128
3,0,131,115,106.25,114
2,0,132,116,96.75,122
3,0,133,122,115,106
2,0,133,120,91.75,128
3,0,134,120,117.75,108
2,0,132,116,102.25,118
3,0,132,115,108.75,110
2,0,132,118,92.25,128
1,0,132,110,94.25,126
2,0,132,117,101.25,118
3,0,132,113,107.75,114
2,0,132,115,105,116
3,0,132,116,102,116
2,0,132,112,105.75,116
2,0,134,120,91,128
3,0,135,122,117.25,106
2,0,134,114,100.75,122
3,0,134,114,109.5,114
2,0,133,116,97.5,122
3,0,135,118,106.5,114
1,0,131,116,101.75,122
3,0,135,123,116.5,104
3,0,135,122,111.5,108
3,0,137,122,113,106
3,0,137,122,114,106
3,0,136,122,108,110
1,0,131,114,99.25,124
2,0,132,119,97.5,124
3,0,132,114,108.5,112
2,0,132,114,95,124
3,0,132,114,105,116
2,0,132,115,95.75,124
3,0,134,119,109.5,110
2,0,132,120,95,124
3,0,132,116,105.75,114
2,0,132,116,100.5,122
3,0,133,116,108.5,114
2,0,133,116,99.25,124
1,0,130,113,95.75,128
2,0,132,116,97.75,120
3,0,132,114,104.25,116
2,0,133,114,101.75,120
3,0,132,115,102.25,118
2,0,132,114,99.5,120
2,0,130,116,98.25,122
3,0,132,114,106,114
2,0,132,114,101.5,122
3,0,133,118,110.25,110
2,0,131,116,98.75,122
3,0,132,116,108.75,112
1,0,133,106,100,122
3,0,135,121,116,102
3,0,132,121,109.5,108
3,0,135,123,117.25,102
3,0,137,123,117.75,102
3,0,135,122,110.25,110
1,0,131,110,103,120
2,0,132,118,92,128
3,0,131,113,109,112
2,0,132,116,90.75,132
3,0,132,112,104.75,116
2,0,131,115,98,122
3,0,135,120,114,108
2,0,131,115,100,120
3,0,132,115,109.5,108
2,0,131,112,103.25,118
3,0,132,113,109,110
2,0,132,116,101.25,120
1,0,130,110,98.75,122
2,0,142,111,91,132
3,0,132,112,106.25,114
2,0,132,114,102.75,118
3,0,132,113,104,116
2,0,132,113,101.25,118
2,0,132,113,103.25,118
3,0,131,115,107.5,112
2,0,132,116,96.5,126
3,0,132,116,107.75,114
2,0,132,115,98.25,122
3,0,132,115,106.25,114
1,0,131,113,101.5,120
2,0,132,118,96.25,128
3,0,131,116,107,112
2,0,132,118,99.75,118
3,0,130,116,102.5,116
2,0,131,116,96.5,122
3,0,134,120,116.5,104
2,0,131,118,97.25,124
3,0,133,120,105.25,114
2,0,133,117,99.5,120
3,0,132,118,109.25,112
2,0,132,115,101,122
1,0,130,111,98.75,122
2,0,132,115,104.75,114
3,0,132,116,104.5,114
2,0,132,115,106.75,116
3,0,132,116,103,116
2,0,132,115,98,120
2,0,132,118,96.5,124
3,0,135,118,112,110
2,0,133,116,101,120
3,0,134,118,111,110
2,0,132,116,98.5,122
3,0,135,118,107,112
1,0,138,105,96.25,128
3,0,137,125,113.25,108
3,0,137,120,106.75,112
3,0,140,124,113.25,106
3,0,140,125,117.5,108
3,0,137,120,107.25,112
1,0,130,113,94.5,128
2,0,132,114,104,116
3,0,132,114,105.25,114
2,0,132,115,97.75,122
3,0,132,114,103.25,116
2,0,132,117,97,122
2,0,133,116,98,122
